2026-03-23 19:07:43,817 | INFO     | updater |     Data: total=829, train=705, val=124
2026-03-23 19:07:43,822 | INFO     | updater |     Refitting XGBoost...
2026-03-23 19:07:43,880 | INFO     | updater |     Refitting LightGBM...
2026-03-23 19:07:43,931 | INFO     | updater |     Warm-starting LSTM (5 epochs)...
2026-03-23 19:07:43,947 | WARNING  | updater |     LSTM warm-start failed (all elements of input should be between 0 and 1) — keeping existing weights
2026-03-23 19:07:43,947 | INFO     | updater |     Fine-tuning transformer (5 epochs)...
2026-03-23 19:07:43,948 | INFO     | transformer_pipeline | [transformer] Fine-tuning on SSI...
2026-03-23 19:07:43,977 | INFO     | updater |     Post-update validation: AUC=0.7001  Acc=0.6290
2026-03-23 19:07:43,984 | INFO     | models | Saved ensemble for SSI h=5
2026-03-23 19:07:43,986 | INFO     | updater |   SSI: updated | new_rows=829 | total_rows=829 | val_auc=0.7001
2026-03-23 19:07:43,986 | INFO     | updater |   Updating GAS...
2026-03-23 19:07:44,156 | INFO     | target_engineering |   Vol-adjusted labels: 70.4% of rows kept (threshold=0.3x daily vol, dropped 29.6% near-zero moves)
2026-03-23 19:07:44,157 | INFO     | target_engineering |   Vol-adjusted labels: 82.6% of rows kept (threshold=0.3x daily vol, dropped 17.4% near-zero moves)
2026-03-23 19:07:44,159 | INFO     | target_engineering |   Vol-adjusted labels: 84.7% of rows kept (threshold=0.3x daily vol, dropped 15.3% near-zero moves)
2026-03-23 19:07:44,161 | INFO     | target_engineering |   Vol-adjusted labels: 89.0% of rows kept (threshold=0.3x daily vol, dropped 11.0% near-zero moves)
2026-03-23 19:07:44,165 | INFO     | features | Feature matrix: 967 rows × 184 columns
2026-03-23 19:07:44,167 | INFO     | updater |     Data: total=819, train=697, val=122
2026-03-23 19:07:44,174 | INFO     | updater |     Refitting XGBoost...
2026-03-23 19:07:44,273 | INFO     | updater |     Refitting LightGBM...
2026-03-23 19:07:44,380 | INFO     | updater |     Warm-starting LSTM (5 epochs)...
2026-03-23 19:07:44,398 | WARNING  | updater |     LSTM warm-start failed (all elements of input should be between 0 and 1) — keeping existing weights
2026-03-23 19:07:44,398 | INFO     | updater |     Fine-tuning transformer (5 epochs)...
2026-03-23 19:07:44,398 | INFO     | transformer_pipeline | [transformer] Fine-tuning on GAS...
2026-03-23 19:07:44,429 | INFO     | updater |     Post-update validation: AUC=0.4901  Acc=0.5000
2026-03-23 19:07:44,436 | INFO     | models | Saved ensemble for GAS h=5
2026-03-23 19:07:44,437 | INFO     | updater |   GAS: updated | new_rows=819 | total_rows=819 | val_auc=0.4901
2026-03-23 19:07:44,437 | INFO     | updater |   Updating PLX...
2026-03-23 19:07:44,555 | INFO     | target_engineering |   Vol-adjusted labels: 67.1% of rows kept (threshold=0.3x daily vol, dropped 32.9% near-zero moves)
2026-03-23 19:07:44,557 | INFO     | target_engineering |   Vol-adjusted labels: 81.9% of rows kept (threshold=0.3x daily vol, dropped 18.1% near-zero moves)
2026-03-23 19:07:44,558 | INFO     | target_engineering |   Vol-adjusted labels: 85.2% of rows kept (threshold=0.3x daily vol, dropped 14.8% near-zero moves)
2026-03-23 19:07:44,560 | INFO     | target_engineering |   Vol-adjusted labels: 88.3% of rows kept (threshold=0.3x daily vol, dropped 11.7% near-zero moves)
2026-03-23 19:07:44,564 | INFO     | features | Feature matrix: 967 rows × 184 columns
2026-03-23 19:07:44,565 | INFO     | updater |     Data: total=824, train=701, val=123
2026-03-23 19:07:44,574 | INFO     | updater |     Refitting XGBoost...
2026-03-23 19:07:44,907 | INFO     | updater |     Refitting LightGBM...
2026-03-23 19:07:45,011 | INFO     | updater |     Warm-starting LSTM (5 epochs)...
2026-03-23 19:07:45,024 | WARNING  | updater |     LSTM warm-start failed (all elements of input should be between 0 and 1) — keeping existing weights
2026-03-23 19:07:45,025 | INFO     | updater |     Fine-tuning transformer (5 epochs)...
2026-03-23 19:07:45,026 | INFO     | transformer_pipeline | [transformer] Fine-tuning on PLX...
2026-03-23 19:07:45,062 | INFO     | updater |     Post-update validation: AUC=0.4699  Acc=0.5041
2026-03-23 19:07:45,073 | INFO     | models | Saved ensemble for PLX h=5
2026-03-23 19:07:45,077 | INFO     | updater |   PLX: updated | new_rows=824 | total_rows=824 | val_auc=0.4699
2026-03-23 19:07:45,077 | INFO     | updater |   Updating SAB...
2026-03-23 19:07:45,244 | INFO     | target_engineering |   Vol-adjusted labels: 66.5% of rows kept (threshold=0.3x daily vol, dropped 33.5% near-zero moves)
2026-03-23 19:07:45,247 | INFO     | target_engineering |   Vol-adjusted labels: 81.7% of rows kept (threshold=0.3x daily vol, dropped 18.3% near-zero moves)
2026-03-23 19:07:45,249 | INFO     | target_engineering |   Vol-adjusted labels: 86.5% of rows kept (threshold=0.3x daily vol, dropped 13.5% near-zero moves)
2026-03-23 19:07:45,250 | INFO     | target_engineering |   Vol-adjusted labels: 88.4% of rows kept (threshold=0.3x daily vol, dropped 11.6% near-zero moves)
2026-03-23 19:07:45,256 | INFO     | features | Feature matrix: 967 rows × 184 columns
2026-03-23 19:07:45,258 | INFO     | updater |     Data: total=836, train=711, val=125
2026-03-23 19:07:45,266 | INFO     | updater |     Refitting XGBoost...
2026-03-23 19:07:45,376 | INFO     | updater |     Refitting LightGBM...
2026-03-23 19:07:45,537 | INFO     | updater |     Warm-starting LSTM (5 epochs)...
2026-03-23 19:07:45,548 | WARNING  | updater |     LSTM warm-start failed (all elements of input should be between 0 and 1) — keeping existing weights
2026-03-23 19:07:45,549 | INFO     | updater |     Fine-tuning transformer (5 epochs)...
2026-03-23 19:07:45,549 | INFO     | transformer_pipeline | [transformer] Fine-tuning on SAB...
2026-03-23 19:07:45,570 | INFO     | updater |     Post-update validation: AUC=0.6557  Acc=0.6880
2026-03-23 19:07:45,579 | INFO     | models | Saved ensemble for SAB h=5
2026-03-23 19:07:45,581 | INFO     | updater |   SAB: updated | new_rows=836 | total_rows=836 | val_auc=0.6557
2026-03-23 19:07:45,582 | INFO     | updater |   Updating VHM...
2026-03-23 19:07:45,750 | INFO     | target_engineering |   Vol-adjusted labels: 63.9% of rows kept (threshold=0.3x daily vol, dropped 36.1% near-zero moves)
2026-03-23 19:07:45,751 | INFO     | target_engineering |   Vol-adjusted labels: 81.7% of rows kept (threshold=0.3x daily vol, dropped 18.3% near-zero moves)
2026-03-23 19:07:45,753 | INFO     | target_engineering |   Vol-adjusted labels: 87.8% of rows kept (threshold=0.3x daily vol, dropped 12.2% near-zero moves)
2026-03-23 19:07:45,754 | INFO     | target_engineering |   Vol-adjusted labels: 90.4% of rows kept (threshold=0.3x daily vol, dropped 9.6% near-zero moves)
2026-03-23 19:07:45,758 | INFO     | features | Feature matrix: 967 rows × 184 columns
2026-03-23 19:07:45,760 | INFO     | updater |     Data: total=849, train=722, val=127
2026-03-23 19:07:45,769 | INFO     | updater |     Refitting XGBoost...
2026-03-23 19:07:46,046 | INFO     | updater |     Refitting LightGBM...
2026-03-23 19:07:46,105 | INFO     | updater |     Warm-starting LSTM (5 epochs)...
2026-03-23 19:07:46,114 | WARNING  | updater |     LSTM warm-start failed (all elements of input should be between 0 and 1) — keeping existing weights
2026-03-23 19:07:46,115 | INFO     | updater |     Fine-tuning transformer (5 epochs)...
2026-03-23 19:07:46,115 | INFO     | transformer_pipeline | [transformer] Fine-tuning on VHM...
2026-03-23 19:07:46,136 | INFO     | updater |     Post-update validation: AUC=0.3612  Acc=0.3780
2026-03-23 19:07:46,144 | INFO     | models | Saved ensemble for VHM h=5
2026-03-23 19:07:46,146 | INFO     | updater |   VHM: updated | new_rows=849 | total_rows=849 | val_auc=0.3612
2026-03-23 19:07:46,146 | WARNING  | updater |   HPA: no trained model found — run --mode train first
2026-03-23 19:07:46,147 | INFO     | updater |   Updating SHS...
2026-03-23 19:07:46,299 | INFO     | target_engineering |   Vol-adjusted labels: 70.1% of rows kept (threshold=0.3x daily vol, dropped 29.9% near-zero moves)
2026-03-23 19:07:46,301 | INFO     | target_engineering |   Vol-adjusted labels: 83.1% of rows kept (threshold=0.3x daily vol, dropped 16.9% near-zero moves)
2026-03-23 19:07:46,303 | INFO     | target_engineering |   Vol-adjusted labels: 86.6% of rows kept (threshold=0.3x daily vol, dropped 13.4% near-zero moves)
2026-03-23 19:07:46,306 | INFO     | target_engineering |   Vol-adjusted labels: 89.9% of rows kept (threshold=0.3x daily vol, dropped 10.1% near-zero moves)
2026-03-23 19:07:46,311 | INFO     | features | Feature matrix: 967 rows × 184 columns
2026-03-23 19:07:46,313 | INFO     | updater |     Data: total=837, train=712, val=125
2026-03-23 19:07:46,331 | INFO     | updater |     Refitting XGBoost...
2026-03-23 19:07:46,959 | INFO     | updater |     Refitting LightGBM...
2026-03-23 19:07:47,184 | INFO     | updater |     Warm-starting LSTM (5 epochs)...
2026-03-23 19:07:47,196 | WARNING  | updater |     LSTM warm-start failed (all elements of input should be between 0 and 1) — keeping existing weights
2026-03-23 19:07:47,197 | INFO     | updater |     Fine-tuning transformer (5 epochs)...
2026-03-23 19:07:47,197 | INFO     | transformer_pipeline | [transformer] Fine-tuning on SHS...
2026-03-23 19:07:47,226 | INFO     | updater |     Post-update validation: AUC=0.5316  Acc=0.6560
2026-03-23 19:07:47,242 | INFO     | models | Saved ensemble for SHS h=5
2026-03-23 19:07:47,246 | INFO     | updater |   SHS: updated | new_rows=837 | total_rows=837 | val_auc=0.5316
2026-03-23 19:07:47,246 | INFO     | updater |   Updating VGI...
2026-03-23 19:07:47,404 | INFO     | target_engineering |   Vol-adjusted labels: 68.3% of rows kept (threshold=0.3x daily vol, dropped 31.7% near-zero moves)
2026-03-23 19:07:47,406 | INFO     | target_engineering |   Vol-adjusted labels: 81.1% of rows kept (threshold=0.3x daily vol, dropped 18.9% near-zero moves)
2026-03-23 19:07:47,407 | INFO     | target_engineering |   Vol-adjusted labels: 84.9% of rows kept (threshold=0.3x daily vol, dropped 15.1% near-zero moves)
2026-03-23 19:07:47,408 | INFO     | target_engineering |   Vol-adjusted labels: 90.5% of rows kept (threshold=0.3x daily vol, dropped 9.5% near-zero moves)
2026-03-23 19:07:47,414 | INFO     | features | Feature matrix: 967 rows × 184 columns
2026-03-23 19:07:47,416 | INFO     | updater |     Data: total=821, train=698, val=123
2026-03-23 19:07:47,421 | INFO     | updater |     Refitting XGBoost...
2026-03-23 19:07:47,504 | INFO     | updater |     Refitting LightGBM...
2026-03-23 19:07:47,576 | INFO     | updater |     Warm-starting LSTM (5 epochs)...
2026-03-23 19:07:47,587 | WARNING  | updater |     LSTM warm-start failed (all elements of input should be between 0 and 1) — keeping existing weights
2026-03-23 19:07:47,587 | INFO     | updater |     Fine-tuning transformer (5 epochs)...
2026-03-23 19:07:47,588 | INFO     | transformer_pipeline | [transformer] Fine-tuning on VGI...
2026-03-23 19:07:47,609 | INFO     | updater |     Post-update validation: AUC=0.4282  Acc=0.4228
2026-03-23 19:07:47,615 | INFO     | models | Saved ensemble for VGI h=5
2026-03-23 19:07:47,616 | INFO     | updater |   VGI: updated | new_rows=821 | total_rows=821 | val_auc=0.4282
2026-03-23 19:07:47,616 | WARNING  | updater |   GEX: no trained model found — run --mode train first
2026-03-23 19:07:47,616 | WARNING  | updater |   MSB: no trained model found — run --mode train first
2026-03-23 19:07:47,619 | INFO     | updater | Update summary saved to results\update_summary_20260323_1907.json
2026-03-23 19:07:47,620 | INFO     | main | Update complete: 14 symbols updated, 0 failed
2026-03-23 19:08:14,102 | INFO     | pipeline | === Training Pipeline | horizon=5d | 17 symbols ===
2026-03-23 19:08:14,109 | INFO     | pipeline | === Stage 1: Pattern Transformer Pre-training ===
2026-03-23 19:08:15,586 | INFO     | pipeline | PyTorch 2.10.0+cpu detected — building Pattern Transformer
2026-03-23 19:08:15,588 | INFO     | transformer_pipeline | [transformer] Loading existing pre-trained model (skipping re-train)...
2026-03-23 19:08:15,604 | INFO     | pipeline | Pattern Transformer pre-train AUC: 0.5544
2026-03-23 19:08:15,605 | INFO     | pipeline | === Stage 2: Per-symbol training ===
2026-03-23 19:08:15,605 | INFO     | pipeline | --- VNM -----------------------------------
2026-03-23 19:08:15,725 | INFO     | target_engineering |   Vol-adjusted labels: 69.6% of rows kept (threshold=0.3x daily vol, dropped 30.4% near-zero moves)
2026-03-23 19:08:15,727 | INFO     | target_engineering |   Vol-adjusted labels: 81.6% of rows kept (threshold=0.3x daily vol, dropped 18.4% near-zero moves)
2026-03-23 19:08:15,728 | INFO     | target_engineering |   Vol-adjusted labels: 84.3% of rows kept (threshold=0.3x daily vol, dropped 15.7% near-zero moves)
2026-03-23 19:08:15,729 | INFO     | target_engineering |   Vol-adjusted labels: 86.9% of rows kept (threshold=0.3x daily vol, dropped 13.1% near-zero moves)
2026-03-23 19:08:15,734 | INFO     | features | Feature matrix: 967 rows × 184 columns
2026-03-23 19:08:15,738 | INFO     | pipeline |   Splits: train=571, val=122, test=122
2026-03-23 19:08:15,987 | INFO     | target_engineering |   Feature selection: kept 40/175 features (dropped 135 low-importance)
2026-03-23 19:08:15,988 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-23 19:08:35,701 | INFO     | tuner | XGB best AUC: 0.6976  params={'n_estimators': 129, 'max_depth': 9, 'learning_rate': 0.23773753278638746, 'subsample': 0.6025105127765699, 'colsample_bytree': 0.6315700453815163, 'min_child_weight': 1, 'gamma': 0.15907396345197378, 'reg_alpha': 1.0949561454996344, 'reg_lambda': 3.5397951965293197, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 19:08:35,701 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-23 19:08:41,196 | INFO     | tuner | LGBM best AUC: 0.7429  params={'n_estimators': 359, 'num_leaves': 78, 'learning_rate': 0.022688042837186357, 'feature_fraction': 0.915612744760248, 'bagging_fraction': 0.8709732039847389, 'bagging_freq': 2, 'min_child_samples': 12, 'reg_alpha': 1.0755009319307547, 'reg_lambda': 0.883884997832304, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 19:08:41,196 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-23 19:08:44,004 | WARNING  | tuner | LSTM tuning: all trials failed — using default params
2026-03-23 19:08:44,005 | INFO     | models |   Fitting xgb...
2026-03-23 19:08:44,200 | INFO     | models |   Fitting lgbm...
2026-03-23 19:08:44,334 | INFO     | models |   Fitting lstm...
2026-03-23 19:08:44,349 | ERROR    | pipeline | Training failed for VNM: all elements of input should be between 0 and 1
Traceback (most recent call last):
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 124, in run
    metrics = self._train_symbol(
        sym, data[sym], vnindex,
        transformer_pipeline=self._transformer_pipeline
    )
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 251, in _train_symbol
    ensemble.fit(X_tr, y_tr, X_val, y_val)
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 501, in fit
    m.fit(X_train, y_train, X_val, y_val)
    ~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 254, in fit
    loss_fn(model(xb), yb).backward()
    ~~~~~~~^^^^^^^^^^^^^^^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\modules\module.py", line 1776, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\modules\module.py", line 1787, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\modules\loss.py", line 710, in forward
    return F.binary_cross_entropy(
           ~~~~~~~~~~~~~~~~~~~~~~^
        input, target, weight=self.weight, reduction=self.reduction
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\functional.py", line 3574, in binary_cross_entropy
    return torch._C._nn.binary_cross_entropy(input, target, weight, reduction_enum)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
RuntimeError: all elements of input should be between 0 and 1
2026-03-23 19:08:44,352 | INFO     | pipeline | --- VIC -----------------------------------
2026-03-23 19:08:44,521 | INFO     | target_engineering |   Vol-adjusted labels: 61.1% of rows kept (threshold=0.3x daily vol, dropped 38.9% near-zero moves)
2026-03-23 19:08:44,523 | INFO     | target_engineering |   Vol-adjusted labels: 81.6% of rows kept (threshold=0.3x daily vol, dropped 18.4% near-zero moves)
2026-03-23 19:08:44,525 | INFO     | target_engineering |   Vol-adjusted labels: 88.3% of rows kept (threshold=0.3x daily vol, dropped 11.7% near-zero moves)
2026-03-23 19:08:44,526 | INFO     | target_engineering |   Vol-adjusted labels: 89.5% of rows kept (threshold=0.3x daily vol, dropped 10.5% near-zero moves)
2026-03-23 19:08:44,537 | INFO     | features | Feature matrix: 967 rows × 184 columns
2026-03-23 19:08:44,545 | INFO     | pipeline |   Splits: train=598, val=128, test=128
2026-03-23 19:08:44,740 | INFO     | target_engineering |   Feature selection: kept 40/175 features (dropped 135 low-importance)
2026-03-23 19:08:44,742 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-23 19:09:09,092 | INFO     | tuner | XGB best AUC: 0.6316  params={'n_estimators': 781, 'max_depth': 10, 'learning_rate': 0.26279955764815427, 'subsample': 0.9369297759236919, 'colsample_bytree': 0.8791709098617979, 'min_child_weight': 7, 'gamma': 0.1517158557476047, 'reg_alpha': 0.7248289948665323, 'reg_lambda': 2.7387805600361865, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 19:09:09,093 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-23 19:09:12,164 | INFO     | tuner | LGBM best AUC: 0.6675  params={'n_estimators': 126, 'num_leaves': 61, 'learning_rate': 0.10448203115358366, 'feature_fraction': 0.7868248742713378, 'bagging_fraction': 0.9491382870118269, 'bagging_freq': 5, 'min_child_samples': 22, 'reg_alpha': 0.8157077401839705, 'reg_lambda': 1.7746679511052532, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 19:09:12,164 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-23 19:09:12,876 | WARNING  | tuner | LSTM tuning: all trials failed — using default params
2026-03-23 19:09:12,877 | INFO     | models |   Fitting xgb...
2026-03-23 19:09:13,257 | INFO     | models |   Fitting lgbm...
2026-03-23 19:09:13,303 | INFO     | models |   Fitting lstm...
2026-03-23 19:09:13,317 | ERROR    | pipeline | Training failed for VIC: all elements of input should be between 0 and 1
Traceback (most recent call last):
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 124, in run
    metrics = self._train_symbol(
        sym, data[sym], vnindex,
        transformer_pipeline=self._transformer_pipeline
    )
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 251, in _train_symbol
    ensemble.fit(X_tr, y_tr, X_val, y_val)
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 501, in fit
    m.fit(X_train, y_train, X_val, y_val)
    ~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 254, in fit
    loss_fn(model(xb), yb).backward()
    ~~~~~~~^^^^^^^^^^^^^^^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\modules\module.py", line 1776, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\modules\module.py", line 1787, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\modules\loss.py", line 710, in forward
    return F.binary_cross_entropy(
           ~~~~~~~~~~~~~~~~~~~~~~^
        input, target, weight=self.weight, reduction=self.reduction
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\functional.py", line 3574, in binary_cross_entropy
    return torch._C._nn.binary_cross_entropy(input, target, weight, reduction_enum)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
RuntimeError: all elements of input should be between 0 and 1
2026-03-23 19:09:13,321 | INFO     | pipeline | --- HPG -----------------------------------
2026-03-23 19:09:13,479 | INFO     | target_engineering |   Vol-adjusted labels: 71.3% of rows kept (threshold=0.3x daily vol, dropped 28.7% near-zero moves)
2026-03-23 19:09:13,481 | INFO     | target_engineering |   Vol-adjusted labels: 82.4% of rows kept (threshold=0.3x daily vol, dropped 17.6% near-zero moves)
2026-03-23 19:09:13,483 | INFO     | target_engineering |   Vol-adjusted labels: 86.6% of rows kept (threshold=0.3x daily vol, dropped 13.4% near-zero moves)
2026-03-23 19:09:13,486 | INFO     | target_engineering |   Vol-adjusted labels: 87.8% of rows kept (threshold=0.3x daily vol, dropped 12.2% near-zero moves)
2026-03-23 19:09:13,493 | INFO     | features | Feature matrix: 967 rows × 184 columns
2026-03-23 19:09:13,498 | INFO     | pipeline |   Splits: train=587, val=125, test=125
2026-03-23 19:09:13,676 | INFO     | target_engineering |   Feature selection: kept 40/175 features (dropped 135 low-importance)
2026-03-23 19:09:13,679 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-23 19:09:34,781 | INFO     | tuner | XGB best AUC: 0.7383  params={'n_estimators': 709, 'max_depth': 8, 'learning_rate': 0.13798036385027102, 'subsample': 0.6263912260228367, 'colsample_bytree': 0.777630769730361, 'min_child_weight': 1, 'gamma': 0.6746123634190436, 'reg_alpha': 0.29460844724969587, 'reg_lambda': 2.239038143358638, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 19:09:34,782 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-23 19:09:38,632 | INFO     | tuner | LGBM best AUC: 0.8034  params={'n_estimators': 779, 'num_leaves': 109, 'learning_rate': 0.15250437518267398, 'feature_fraction': 0.6988622414146439, 'bagging_fraction': 0.8586162505671664, 'bagging_freq': 4, 'min_child_samples': 18, 'reg_alpha': 0.8360066491020977, 'reg_lambda': 1.153020988227687, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 19:09:38,633 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-23 19:09:39,297 | WARNING  | tuner | LSTM tuning: all trials failed — using default params
2026-03-23 19:09:39,297 | INFO     | models |   Fitting xgb...
2026-03-23 19:09:39,681 | INFO     | models |   Fitting lgbm...
2026-03-23 19:09:39,734 | INFO     | models |   Fitting lstm...
2026-03-23 19:09:39,748 | ERROR    | pipeline | Training failed for HPG: all elements of input should be between 0 and 1
Traceback (most recent call last):
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 124, in run
    metrics = self._train_symbol(
        sym, data[sym], vnindex,
        transformer_pipeline=self._transformer_pipeline
    )
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\pipeline.py", line 251, in _train_symbol
    ensemble.fit(X_tr, y_tr, X_val, y_val)
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 501, in fit
    m.fit(X_train, y_train, X_val, y_val)
    ~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\Desktop\Project\VNStockPredictor\models.py", line 254, in fit
    loss_fn(model(xb), yb).backward()
    ~~~~~~~^^^^^^^^^^^^^^^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\modules\module.py", line 1776, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\modules\module.py", line 1787, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\modules\loss.py", line 710, in forward
    return F.binary_cross_entropy(
           ~~~~~~~~~~~~~~~~~~~~~~^
        input, target, weight=self.weight, reduction=self.reduction
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\proin\AppData\Local\Programs\Python\Python313\Lib\site-packages\torch\nn\functional.py", line 3574, in binary_cross_entropy
    return torch._C._nn.binary_cross_entropy(input, target, weight, reduction_enum)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
RuntimeError: all elements of input should be between 0 and 1
2026-03-23 19:09:39,750 | INFO     | pipeline | --- VCB -----------------------------------
2026-03-23 19:09:39,911 | INFO     | target_engineering |   Vol-adjusted labels: 68.8% of rows kept (threshold=0.3x daily vol, dropped 31.2% near-zero moves)
2026-03-23 19:09:39,913 | INFO     | target_engineering |   Vol-adjusted labels: 79.9% of rows kept (threshold=0.3x daily vol, dropped 20.1% near-zero moves)
2026-03-23 19:09:39,915 | INFO     | target_engineering |   Vol-adjusted labels: 83.1% of rows kept (threshold=0.3x daily vol, dropped 16.9% near-zero moves)
2026-03-23 19:09:39,917 | INFO     | target_engineering |   Vol-adjusted labels: 89.1% of rows kept (threshold=0.3x daily vol, dropped 10.9% near-zero moves)
2026-03-23 19:09:39,924 | INFO     | features | Feature matrix: 967 rows × 184 columns
2026-03-23 19:09:39,930 | INFO     | pipeline |   Splits: train=564, val=120, test=120
2026-03-23 19:09:40,091 | INFO     | target_engineering |   Feature selection: kept 40/175 features (dropped 135 low-importance)
2026-03-23 19:09:40,094 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-23 19:10:33,046 | INFO     | pipeline | === Training Pipeline | horizon=5d | 17 symbols ===
2026-03-23 19:10:33,056 | INFO     | pipeline | === Stage 1: Pattern Transformer Pre-training ===
2026-03-23 19:10:35,861 | INFO     | pipeline | PyTorch 2.10.0+cpu detected — building Pattern Transformer
2026-03-23 19:10:35,866 | INFO     | transformer_pipeline | [transformer] Loading existing pre-trained model (skipping re-train)...
2026-03-23 19:10:35,895 | INFO     | pipeline | Pattern Transformer pre-train AUC: 0.5544
2026-03-23 19:10:35,896 | INFO     | pipeline | === Stage 2: Per-symbol training ===
2026-03-23 19:10:35,896 | INFO     | pipeline | --- VNM -----------------------------------
2026-03-23 19:10:36,105 | INFO     | target_engineering |   Vol-adjusted labels: 69.6% of rows kept (threshold=0.3x daily vol, dropped 30.4% near-zero moves)
2026-03-23 19:10:36,107 | INFO     | target_engineering |   Vol-adjusted labels: 81.6% of rows kept (threshold=0.3x daily vol, dropped 18.4% near-zero moves)
2026-03-23 19:10:36,110 | INFO     | target_engineering |   Vol-adjusted labels: 84.3% of rows kept (threshold=0.3x daily vol, dropped 15.7% near-zero moves)
2026-03-23 19:10:36,113 | INFO     | target_engineering |   Vol-adjusted labels: 86.9% of rows kept (threshold=0.3x daily vol, dropped 13.1% near-zero moves)
